 <id=77><spl=Lightning Bolt III>
 <id=78><spl=Lightning Bolt IV>
 <id=79><spl=Lightning Bolt V>
 <id=80><spl=Lightning Bolt VI>
 <id=81><spl=Flame Bolt II>
 <id=82><spl=Flame Bolt III>
 <id=83><spl=Flame Bolt IV>
 <id=84><spl=Flame Bolt V>
 <id=85><spl=Flame Bolt VI>
 <id=86><spl=Force Bolt I>
 <id=87><spl=Force Bolt II>
 <id=88><spl=Force Bolt III>
 <id=89><spl=Force Bolt IV>
 <id=90><spl=Force Bolt V>
 <id=91><spl=Force Bolt VI>
 <id=92><spl=Whirling Blade I>
 <id=93><spl=Whirling Blade II>
 <id=94><spl=Whirling Blade III>
 <id=95><spl=Whirling Blade IV>
 <id=96><spl=Whirling Blade V>
 <id=97><spl=Whirling Blade VI>
 <id=99><spl=Acid Blast III>
 <id=100><spl=Acid Blast IV>
 <id=101><spl=Acid Blast V>
 <id=102><spl=Acid Blast VI>
 <id=103><spl=Shock Blast III>
 <id=104><spl=Shock Blast IV>
 <id=105><spl=Shock Blast V>
 <id=106><spl=Shock Blast VI>
 <id=107><spl=Frost Blast III>
 <id=108><spl=Frost Blast IV>
 <id=109><spl=Frost Blast V>
 <id=110><spl=Frost Blast VI>
 <id=111><spl=Lightning Blast III>
 <id=112><spl=Lightning Blast IV>
 <id=113><spl=Lightning Blast V>
 <id=114><spl=Lightning Blast VI>
 <id=115><spl=Flame Blast III>
 <id=116><spl=Flame Blast IV>
 <id=117><spl=Flame Blast V>
 <id=118><spl=Flame Blast VI>
 <id=119><spl=Force Blast III>
 <id=120><spl=Force Blast IV>
 <id=121><spl=Force Blast V>
 <id=122><spl=Force Blast VI>
 <id=123><spl=Blade Blast III>
 <id=124><spl=Blade Blast IV>
 <id=125><spl=Blade Blast V>
 <id=126><spl=Blade Blast VI>
 <id=127><spl=Acid Volley III>
 <id=128><spl=Acid Volley IV>
 <id=129><spl=Acid Volley V>
 <id=130><spl=Acid Volley VI>
 <id=131><spl=Bludgeoning Volley III>
 <id=132><spl=Bludgeoning Volley IV>
 <id=133><spl=Bludgeoning Volley V>
 <id=134><spl=Bludgeoning Volley VI>
 <id=135><spl=Frost Volley III>
 <id=136><spl=Frost Volley IV>
 <id=137><spl=Frost Volley V>
 <id=138><spl=Frost Volley VI>
 <id=139><spl=Lightning Volley III>
 <id=140><spl=Lightning Volley IV>
 <id=141><spl=Lightning Volley V>
 <id=142><spl=Lightning Volley VI>
 <id=143><spl=Flame Volley III>
 <id=144><spl=Flame Volley IV>
 <id=145><spl=Flame Volley V>
 <id=146><spl=Flame Volley VI>
 <id=147><spl=Force Volley III>
 <id=148><spl=Force Volley IV>
 <id=149><spl=Force Volley V>
 <id=150><spl=Force Volley VI>
 <id=151><spl=Blade Volley III>
 <id=152><spl=Blade Volley IV>
 <id=153><spl=Blade Volley V>
 <id=154><spl=Blade Volley VI>
 <id=157><spl=Summon Primary Portal I>
 <id=158><spl=Summon Primary Portal II>
 <id=159><spl=Regeneration Other I>
 <id=160><spl=Regeneration Other II>
 <id=161><spl=Regeneration Other III>
 <id=162><spl=Regeneration Other IV>
 <id=163><spl=Regeneration Other V>
 <id=164><spl=Regeneration Other VI>
 <id=165><spl=Regeneration Self I>
 <id=166><spl=Regeneration Self II>
 <id=167><spl=Regeneration Self III>
 <id=168><spl=Regeneration Self IV>
 <id=169><spl=Regeneration Self V>
 <id=170><spl=Regeneration Self VI>
 <id=171><spl=Fester Other I>
 <id=172><spl=Fester Other II>
 <id=173><spl=Fester Other III>
 <id=174><spl=Fester Other IV>
 <id=175><spl=Fester Other V>
 <id=176><spl=Fester Other VI>
 <id=178><spl=Fester Self I>
 <id=179><spl=Fester Self II>
 <id=180><spl=Fester Self III>
 <id=181><spl=Fester Self IV>
 <id=182><spl=Fester Self V>
 <id=183><spl=Fester Self VI>
 <id=184><spl=Rejuvenation Other II>
 <id=185><spl=Rejuvenation Other III>
 <id=186><spl=Rejuvenation Other IV>
 <id=187><spl=Rejuvenation Other V>
 <id=188><spl=Rejuvenation Other VI>
 <id=189><spl=Rejuvenation Self II>
 <id=190><spl=Rejuvenation Self III>
 <id=191><spl=Rejuvenation Self IV>
 <id=192><spl=Rejuvenation Self V>
 <id=193><spl=Rejuvenation Self VI>
 <id=194><spl=Exhaustion Other I>
 <id=195><spl=Exhaustion Other II>
 <id=196><spl=Exhaustion Other III>
 <id=197><spl=Exhaustion Other IV>
 <id=198><spl=Exhaustion Other V>
 <id=199><spl=Exhaustion Other VI>
 <id=200><spl=Exhaustion Self I>
 <id=201><spl=Exhaustion Self II>
 <id=202><spl=Exhaustion Self III>
 <id=203><spl=Exhaustion Self IV>
 <id=204><spl=Exhaustion Self V>
 <id=205><spl=Exhaustion Self VI>
 <id=206><spl=Mana Renewal Other I>
 <id=207><spl=Mana Renewal Other II>
 <id=208><spl=Mana Renewal Other III>
 <id=209><spl=Mana Renewal Other IV>
 <id=210><spl=Mana Renewal Other V>
 <id=211><spl=Mana Renewal Other VI>
 <id=212><spl=Mana Renewal Self I>
 <id=213><spl=Mana Renewal Self II>
 <id=214><spl=Mana Renewal Self III>
 <id=215><spl=Mana Renewal Self IV>
 <id=216><spl=Mana Renewal Self V>
 <id=217><spl=Mana Renewal Self VI>
 <id=218><spl=Mana Depletion Other I>
 <id=219><spl=Mana Depletion Other II>
 <id=220><spl=Mana Depletion Other III>
 <id=221><spl=Mana Depletion Other IV>
 <id=222><spl=Mana Depletion Other V>
 <id=223><spl=Mana Depletion Other VI>
 <id=224><spl=Mana Depletion Self I>
 <id=225><spl=Mana Depletion Self II>
 <id=226><spl=Mana Depletion Self III>
 <id=227><spl=Mana Depletion Self IV>
 <id=228><spl=Mana Depletion Self V>
 <id=229><spl=Mana Depletion Self VI>
 <id=230><spl=Vulnerability Other II>
 <id=231><spl=Vulnerability Other III>
 <id=232><spl=Vulnerability Other IV>
 <id=233><spl=Vulnerability Other V>
 <id=234><spl=Vulnerability Other VI>
 <id=235><spl=Vulnerability Self II>
 <id=236><spl=Vulnerability Self III>
 <id=237><spl=Vulnerability Self IV>
 <id=238><spl=Vulnerability Self V>
 <id=239><spl=Vulnerability Self VI>
 <id=240><spl=Invulnerability Other II>
 <id=241><spl=Invulnerability Other III>
 <id=242><spl=Invulnerability Other IV>
 <id=243><spl=Invulnerability Other V>
 <id=244><spl=Invulnerability Other VI>
 <id=245><spl=Invulnerability Self II>
 <id=246><spl=Invulnerability Self III>
 <id=247><spl=Invulnerability Self IV>
 <id=248><spl=Invulnerability Self V>
 <id=249><spl=Invulnerability Self VI>
 <id=250><spl=Impregnability Other I>
 <id=251><spl=Impregnability Other II>
 <id=252><spl=Impregnability Other III>
 <id=253><spl=Impregnability Other IV>
 <id=254><spl=Impregnability Other V>
 <id=255><spl=Impregnability Other VI>
 <id=256><spl=Impregnability Self I>
 <id=257><spl=Impregnability Self II>
 <id=258><spl=Impregnability Self III>
 <id=259><spl=Impregnability Self IV>
 <id=260><spl=Impregnability Self V>
 <id=261><spl=Impregnability Self VI>
 <id=262><spl=Defenselessness Other I>
 <id=263><spl=Defenselessness Other II>
 <id=264><spl=Defenselessness Other III>
 <id=265><spl=Defenselessness Other IV>
 <id=266><spl=Defenselessness Other V>
 <id=267><spl=Defenselessness Other VI>
 <id=268><spl=Magic Resistance Other I>
 <id=269><spl=Magic Resistance Other II>
 <id=270><spl=Magic Resistance Other III>
 <id=271><spl=Magic Resistance Other IV>
 <id=272><spl=Magic Resistance Other V>
 <id=273><spl=Magic Resistance Other VI>
 <id=274><spl=Magic Resistance Self I>
 <id=275><spl=Magic Resistance Self II>
 <id=276><spl=Magic Resistance Self III>
 <id=277><spl=Magic Resistance Self IV>
 <id=278><spl=Magic Resistance Self V>
 <id=279><spl=Magic Resistance Self VI>
 <id=280><spl=Magic Yield Other I>
 <id=281><spl=Magic Yield Other II>
 <id=282><spl=Magic Yield Other III>
 <id=283><spl=Magic Yield Other IV>
 <id=284><spl=Magic Yield Other V>
 <id=285><spl=Magic Yield Other VI>
 <id=286><spl=Magic Yield Self I>
 <id=287><spl=Magic Yield Self II>
 <id=288><spl=Magic Yield Self III>
 <id=289><spl=Magic Yield Self IV>
 <id=290><spl=Magic Yield Self V>
 <id=291><spl=Magic Yield Self VI>
 <id=292><spl=Axe Mastery Other I>
 <id=293><spl=Axe Mastery Other II>
 <id=294><spl=Axe Mastery Other III>
 <id=295><spl=Axe Mastery Other IV>
 <id=296><spl=Axe Mastery Other V>
 <id=297><spl=Axe Mastery Other VI>
 <id=298><spl=Axe Mastery Self I>
 <id=299><spl=Axe Mastery Self II>
 <id=300><spl=Axe Mastery Self III>
 <id=301><spl=Axe Mastery Self IV>
 <id=302><spl=Axe Mastery Self V>
 <id=303><spl=Axe Mastery Self VI>
 <id=304><spl=Axe Ineptitude Other I>
 <id=305><spl=Axe Ineptitude Other II>
 <id=306><spl=Axe Ineptitude Other III>
 <id=307><spl=Axe Ineptitude Other IV>
 <id=308><spl=Axe Ineptitude Other V>
 <id=309><spl=Axe Ineptitude Other VI>
 <id=310><spl=Axe Ineptitude Self I>
 <id=311><spl=Axe Ineptitude Self II>
 <id=312><spl=Axe Ineptitude Self III>
 <id=313><spl=Axe Ineptitude Self IV>
 <id=314><spl=Axe Ineptitude Self V>
 <id=315><spl=Axe Ineptitude Self VI>
 <id=316><spl=Dagger Mastery Other I>
 <id=317><spl=Dagger Mastery Other II>
 <id=318><spl=Dagger Mastery Other III>
 <id=319><spl=Dagger Mastery Other IV>
 <id=320><spl=Dagger Mastery Other V>
 <id=321><spl=Dagger Mastery Other VI>
 <id=322><spl=Dagger Mastery Self I>
 <id=323><spl=Dagger Mastery Self II>
 <id=324><spl=Dagger Mastery Self III>
 <id=325><spl=Dagger Mastery Self IV>
 <id=326><spl=Dagger Mastery Self V>
 <id=327><spl=Dagger Mastery Self VI>
 <id=328><spl=Dagger Ineptitude Other I>
 <id=329><spl=Dagger Ineptitude Other II>
 <id=330><spl=Dagger Ineptitude Other III>
 <id=331><spl=Dagger Ineptitude Other IV>
 <id=332><spl=Dagger Ineptitude Other V>
 <id=333><spl=Dagger Ineptitude Other VI>
 <id=334><spl=Dagger Ineptitude Self I>
 <id=335><spl=Dagger Ineptitude Self II>
 <id=336><spl=Dagger Ineptitude Self III>
 <id=337><spl=Dagger Ineptitude Self IV>
 <id=338><spl=Dagger Ineptitude Self V>
 <id=339><spl=Dagger Ineptitude Self VI>
 <id=340><spl=Mace Mastery Other I>
 <id=341><spl=Mace Mastery Other II>
 <id=342><spl=Mace Mastery Other III>
 <id=343><spl=Mace Mastery Other IV>
 <id=344><spl=Mace Mastery Other V>
 <id=345><spl=Mace Mastery Other VI>
 <id=346><spl=Mace Mastery Self I>
 <id=347><spl=Mace Mastery Self II>
 <id=348><spl=Mace Mastery Self III>
 <id=349><spl=Mace Mastery Self IV>
 <id=350><spl=Mace Mastery Self V>
 <id=351><spl=Mace Mastery Self VI>
 <id=352><spl=Mace Ineptitude Other I>
 <id=353><spl=Mace Ineptitude Other II>
 <id=354><spl=Mace Ineptitude Other III>
 <id=355><spl=Mace Ineptitude Other IV>
 <id=356><spl=Mace Ineptitude Other V>
 <id=357><spl=Mace Ineptitude Other VI>
 <id=358><spl=Mace Ineptitude Self I>
 <id=359><spl=Mace Ineptitude Self II>
 <id=360><spl=Mace Ineptitude Self III>
 <id=361><spl=Mace Ineptitude Self IV>
 <id=362><spl=Mace Ineptitude Self V>
 <id=363><spl=Mace Ineptitude Self VI>
 <id=364><spl=Spear Mastery Other I>
 <id=365><spl=Spear Mastery Other II>
 <id=366><spl=Spear Mastery Other III>
 <id=367><spl=Spear Mastery Other IV>
 <id=368><spl=Spear Mastery Other V>
 <id=369><spl=Spear Mastery Other VI>
 <id=370><spl=Spear Mastery Self I>
 <id=371><spl=Spear Mastery Self II>
 <id=372><spl=Spear Mastery Self III>
 <id=373><spl=Spear Mastery Self IV>
 <id=374><spl=Spear Mastery Self V>
 <id=375><spl=Spear Mastery Self VI>
 <id=376><spl=Spear Ineptitude Other I>
 <id=377><spl=Spear Ineptitude Other II>
 <id=378><spl=Spear Ineptitude Other III>
 <id=379><spl=Spear Ineptitude Other IV>
 <id=380><spl=Spear Ineptitude Other V>
 <id=381><spl=Spear Ineptitude Other VI>
 <id=382><spl=Spear Ineptitude Self I>
 <id=383><spl=Spear Ineptitude Self II>
 <id=384><spl=Spear Ineptitude Self III>
 <id=385><spl=Spear Ineptitude Self IV>
 <id=386><spl=Spear Ineptitude Self V>
 <id=387><spl=Spear Ineptitude Self VI>
 <id=388><spl=Staff Mastery Other I>
 <id=389><spl=Staff Mastery Other II>
 <id=390><spl=Staff Mastery Other III>
 <id=391><spl=Staff Mastery Other IV>
 <id=392><spl=Staff Mastery Other V>
 <id=393><spl=Staff Mastery Other VI>
 <id=394><spl=Staff Mastery Self I>
 <id=395><spl=Staff Mastery Self II>
 <id=396><spl=Staff Mastery Self III>
 <id=397><spl=Staff Mastery Self IV>
 <id=398><spl=Staff Mastery Self V>
 <id=399><spl=Staff Mastery Self VI>
 <id=400><spl=Staff Ineptitude Other I>
 <id=401><spl=Staff Ineptitude Other II>
 <id=402><spl=Staff Ineptitude Other III>
 <id=403><spl=Staff Ineptitude Other IV>
 <id=404><spl=Staff Ineptitude Other V>
 <id=405><spl=Staff Ineptitude Other VI>
 <id=406><spl=Staff Ineptitude Self I>
 <id=407><spl=Staff Ineptitude Self II>
 <id=408><spl=Staff Ineptitude Self III>
 <id=409><spl=Staff Ineptitude Self IV>
 <id=410><spl=Staff Ineptitude Self V>
 <id=411><spl=Staff Ineptitude Self VI>
 <id=412><spl=Sword Mastery Other I>
 <id=413><spl=Sword Mastery Other II>
 <id=414><spl=Sword Mastery Other III>
 <id=415><spl=Sword Mastery Other IV>
 <id=416><spl=Sword Mastery Other V>
 <id=417><spl=Sword Mastery Other VI>
 <id=418><spl=Sword Mastery Self I>
 <id=419><spl=Sword Mastery Self II>
 <id=420><spl=Sword Mastery Self III>
 <id=421><spl=Sword Mastery Self IV>
 <id=422><spl=Sword Mastery Self V>
 <id=423><spl=Sword Mastery Self VI>
 <id=424><spl=Sword Ineptitude Other I>
 <id=425><spl=Sword Ineptitude Other II>
 <id=426><spl=Sword Ineptitude Other III>
 <id=427><spl=Sword Ineptitude Other IV>
 <id=428><spl=Sword Ineptitude Other V>
 <id=429><spl=Sword Ineptitude Other VI>
 <id=430><spl=Sword Ineptitude Self I>
 <id=431><spl=Sword Ineptitude Self II>
 <id=432><spl=Sword Ineptitude Self III>
 <id=433><spl=Sword Ineptitude Self IV>
 <id=435><spl=Sword Ineptitude Self V>
 <id=436><spl=Sword Ineptitude Self VI>
 <id=437><spl=Unarmed Combat Mastery Other I>
 <id=438><spl=Unarmed Combat Mastery Other II>
 <id=439><spl=Unarmed Combat Mastery Other III>
 <id=440><spl=Unarmed Combat Mastery Other IV>
 <id=441><spl=Unarmed Combat Mastery Other V>
 <id=442><spl=Unarmed Combat Mastery Other VI>
 <id=443><spl=Unarmed Combat Mastery Self I>
 <id=444><spl=Unarmed Combat Mastery Self II>
 <id=445><spl=Unarmed Combat Mastery Self III>
 <id=446><spl=Unarmed Combat Mastery Self IV>
 <id=447><spl=Unarmed Combat Mastery Self V>
 <id=448><spl=Unarmed Combat Mastery Self VI>
 <id=449><spl=Unarmed Combat Ineptitude Other I>
 <id=450><spl=Unarmed Combat Ineptitude Other II>
 <id=451><spl=Unarmed Combat Ineptitude Other III>
 <id=452><spl=Unarmed Combat Ineptitude Other IV>
 <id=453><spl=Unarmed Combat Ineptitude Other V>
 <id=454><spl=Unarmed Combat Ineptitude Other VI>
 <id=455><spl=Unarmed Combat Ineptitude Self I>
 <id=456><spl=Unarmed Combat Ineptitude Self II>
 <id=457><spl=Unarmed Combat Ineptitude Self III>
 <id=458><spl=Unarmed Combat Ineptitude Self IV>
 <id=459><spl=Unarmed Combat Ineptitude Self V>
 <id=460><spl=Unarmed Combat Ineptitude Self VI>
 <id=461><spl=Bow Mastery Other I>
 <id=462><spl=Bow Mastery Other II>
 <id=463><spl=Bow Mastery Other III>
 <id=464><spl=Bow Mastery Other IV>
 <id=465><spl=Bow Mastery Other V>
 <id=466><spl=Bow Mastery Other VI>
 <id=467><spl=Bow Mastery Self I>
 <id=468><spl=Bow Mastery Self II>
 <id=469><spl=Bow Mastery Self III>
 <id=470><spl=Bow Mastery Self IV>
 <id=471><spl=Bow Mastery Self V>
 <id=472><spl=Bow Mastery Self VI>
 <id=473><spl=Bow Ineptitude Other I>
 <id=474><spl=Bow Ineptitude Other II>
 <id=475><spl=Bow Ineptitude Other III>
 <id=476><spl=Bow Ineptitude Other IV>
 <id=477><spl=Bow Ineptitude Other V>
 <id=478><spl=Bow Ineptitude Other VI>
 <id=479><spl=Bow Ineptitude Self I>
 <id=480><spl=Bow Ineptitude Self II>
 <id=481><spl=Bow Ineptitude Self III>
 <id=482><spl=Bow Ineptitude Self IV>
 <id=483><spl=Bow Ineptitude Self V>
 <id=484><spl=Bow Ineptitude Self VI>
 <id=485><spl=Crossbow Mastery Other I>
 <id=486><spl=Crossbow Mastery Other II>
 <id=487><spl=Crossbow Mastery Other III>
 <id=488><spl=Crossbow Mastery Other IV>
 <id=489><spl=Crossbow Mastery Other V>
 <id=490><spl=Crossbow Mastery Other VI>
 <id=491><spl=Crossbow Mastery Self I>
 <id=492><spl=Crossbow Mastery Self II>
 <id=493><spl=Crossbow Mastery Self III>
 <id=494><spl=Crossbow Mastery Self IV>
 <id=495><spl=Crossbow Mastery Self V>
 <id=496><spl=Crossbow Mastery Self VI>
 <id=497><spl=Crossbow Ineptitude Other I>
 <id=498><spl=Crossbow Ineptitude Other II>
 <id=499><spl=Crossbow Ineptitude Other III>
 <id=500><spl=Crossbow Ineptitude Other IV>
 <id=501><spl=Crossbow Ineptitude Other V>
 <id=502><spl=Crossbow Ineptitude Other VI>
 <id=503><spl=Crossbow Ineptitude Self I>
 <id=504><spl=Crossbow Ineptitude Self II>
 <id=505><spl=Crossbow Ineptitude Self III>
 <id=506><spl=Crossbow Ineptitude Self IV>
 <id=507><spl=Crossbow Ineptitude Self V>
 <id=508><spl=Crossbow Ineptitude Self VI>
 <id=509><spl=Acid Protection Other I>
 <id=510><spl=Acid Protection Other II>
 <id=511><spl=Acid Protection Other III>
 <id=512><spl=Acid Protection Other IV>
 <id=513><spl=Acid Protection Other V>
 <id=514><spl=Acid Protection Other VI>
 <id=515><spl=Acid Protection Self I>
 <id=516><spl=Acid Protection Self II>
 <id=517><spl=Acid Protection Self III>
 <id=518><spl=Acid Protection Self IV>
 <id=519><spl=Acid Protection Self V>
 <id=520><spl=Acid Protection Self VI>
 <id=521><spl=Acid Vulnerability Other I>
 <id=522><spl=Acid Vulnerability Other II>
 <id=523><spl=Acid Vulnerability Other III>
 <id=524><spl=Acid Vulnerability Other IV>
 <id=525><spl=Acid Vulnerability Other V>
 <id=526><spl=Acid Vulnerability Other VI>
 <id=527><spl=Acid Vulnerability Self I>
 <id=528><spl=Acid Vulnerability Self II>
 <id=529><spl=Acid Vulnerability Self III>
 <id=530><spl=Acid Vulnerability Self IV>
 <id=531><spl=Acid Vulnerability Self V>
 <id=532><spl=Acid Vulnerability Self VI>
 <id=533><spl=Thrown Weapons Mastery Other I>
 <id=534><spl=Thrown Weapons Mastery Other II>
 <id=535><spl=Thrown Weapons Mastery Other III>
 <id=536><spl=Thrown Weapons Mastery Other IV>
 <id=537><spl=Thrown Weapons Mastery Other V>
 <id=538><spl=Thrown Weapons Mastery Other VI>
 <id=539><spl=Thrown Weapons Mastery Self I>
 <id=540><spl=Thrown Weapons Mastery Self II>
 <id=541><spl=Thrown Weapons Mastery Self III>
 <id=542><spl=Thrown Weapons Mastery Self IV>
 <id=543><spl=Thrown Weapons Mastery Self V>
 <id=544><spl=Thrown Weapons Mastery Self VI>
 <id=545><spl=Thrown Weapons Ineptitude Other I>
 <id=546><spl=Thrown Weapons Ineptitude Other II>
 <id=547><spl=Thrown Weapons Ineptitude Other III>
 <id=548><spl=Thrown Weapons Ineptitude Other IV>
 <id=549><spl=Thrown Weapons Ineptitude Other V>
 <id=550><spl=Thrown Weapons Ineptitude Other VI>
 <id=551><spl=Thrown Weapons Ineptitude Self I>
 <id=552><spl=Thrown Weapons Ineptitude Self II>
 <id=553><spl=Thrown Weapons Ineptitude Self III>
 <id=554><spl=Thrown Weapons Ineptitude Self IV>
 <id=555><spl=Thrown Weapons Ineptitude Self V>
 <id=556><spl=Thrown Weapons Ineptitude Self VI>
 <id=557><spl=Creature Enchantment Mastery Self I>
 <id=558><spl=Creature Enchantment Mastery Self II>
 <id=559><spl=Creature Enchantment Mastery Self III>
 <id=560><spl=Creature Enchantment Mastery Self IV>
 <id=561><spl=Creature Enchantment Mastery Self V>
 <id=562><spl=Creature Enchantment Mastery Self VI>
 <id=563><spl=Creature Enchantment Mastery Other I>
 <id=564><spl=Creature Enchantment Mastery Other II>
 <id=565><spl=Creature Enchantment Mastery Other III>
 <id=566><spl=Creature Enchantment Mastery Other IV>
 <id=567><spl=Creature Enchantment Mastery Other V>
 <id=568><spl=Creature Enchantment Mastery Other VI>
 <id=569><spl=Creature Enchantment Ineptitude Other I>
 <id=570><spl=Creature Enchantment Ineptitude Other II>
 <id=571><spl=Creature Enchantment Ineptitude Other III>
 <id=572><spl=Creature Enchantment Ineptitude Other IV>
 <id=573><spl=Creature Enchantment Ineptitude Other V>
 <id=574><spl=Creature Enchantment Ineptitude Other VI>
 <id=575><spl=Creature Enchantment Ineptitude Self I>
 <id=576><spl=Creature Enchantment Ineptitude Self II>
 <id=577><spl=Creature Enchantment Ineptitude Self III>
 <id=578><spl=Creature Enchantment Ineptitude Self IV>
 <id=579><spl=Creature Enchantment Ineptitude Self V>
 <id=580><spl=Creature Enchantment Ineptitude Self VI>
 <id=581><spl=Item Enchantment Mastery Self I>
 <id=582><spl=Item Enchantment Mastery Self II>
 <id=583><spl=Item Enchantment Mastery Self III>
 <id=584><spl=Item Enchantment Mastery Self IV>
 <id=585><spl=Item Enchantment Mastery Self V>
 <id=586><spl=Item Enchantment Mastery Self VI>
 <id=587><spl=Item Enchantment Mastery Other I>
 <id=588><spl=Item Enchantment Mastery Other II>
 <id=589><spl=Item Enchantment Mastery Other III>
 <id=590><spl=Item Enchantment Mastery Other IV>
 <id=591><spl=Item Enchantment Mastery Other V>
 <id=592><spl=Item Enchantment Mastery Other VI>
 <id=593><spl=Item Enchantment Ineptitude Other I>
 <id=594><spl=Item Enchantment Ineptitude Other II>
 <id=595><spl=Item Enchantment Ineptitude Other III>
 <id=596><spl=Item Enchantment Ineptitude Other IV>
 <id=597><spl=Item Enchantment Ineptitude Other V>
 <id=598><spl=Item Enchantment Ineptitude Other VI>
 <id=599><spl=Item Enchantment Ineptitude Self I>
 <id=600><spl=Item Enchantment Ineptitude Self II>
 <id=601><spl=Item Enchantment Ineptitude Self III>
 <id=602><spl=Item Enchantment Ineptitude Self IV>
 <id=603><spl=Item Enchantment Ineptitude Self V>
 <id=604><spl=Item Enchantment Ineptitude Self VI>
 <id=605><spl=Life Magic Mastery Self I>
 <id=606><spl=Life Magic Mastery Self II>
 <id=607><spl=Life Magic Mastery Self III>
 <id=608><spl=Life Magic Mastery Self IV>
 <id=609><spl=Life Magic Mastery Self V>
 <id=610><spl=Life Magic Mastery Self VI>
 <id=611><spl=Life Magic Mastery Other I>
 <id=612><spl=Life Magic Mastery Other II>
 <id=613><spl=Life Magic Mastery Other III>
 <id=614><spl=Life Magic Mastery Other IV>
 <id=615><spl=Life Magic Mastery Other V>
 <id=616><spl=Life Magic Mastery Other VI>
 <id=617><spl=Life Magic Ineptitude Self I>
 <id=618><spl=Life Magic Ineptitude Self II>
 <id=619><spl=Life Magic Ineptitude Self III>
 <id=620><spl=Life Magic Ineptitude Self IV>
 <id=621><spl=Life Magic Ineptitude Self V>
 <id=622><spl=Life Magic Ineptitude Self VI>
 <id=623><spl=Life Magic Ineptitude Other I>
 <id=624><spl=Life Magic Ineptitude Other II>
 <id=625><spl=Life Magic Ineptitude Other III>
 <id=626><spl=Life Magic Ineptitude Other IV>
 <id=627><spl=Life Magic Ineptitude Other V>
 <id=628><spl=Life Magic Ineptitude Other VI>
 <id=629><spl=War Magic Mastery Self I>
 <id=630><spl=War Magic Mastery Self II>
 <id=631><spl=War Magic Mastery Self III>
 <id=632><spl=War Magic Mastery Self IV>
 <id=633><spl=War Magic Mastery Self V>
 <id=634><spl=War Magic Mastery Self VI>
 <id=635><spl=War Magic Mastery Other I>
 <id=636><spl=War Magic Mastery Other II>
 <id=637><spl=War Magic Mastery Other III>
 <id=638><spl=War Magic Mastery Other IV>
 <id=639><spl=War Magic Mastery Other V>
 <id=640><spl=War Magic Mastery Other VI>
 <id=641><spl=War Magic Ineptitude Self I>
 <id=642><spl=War Magic Ineptitude Self II>
 <id=643><spl=War Magic Ineptitude Self III>
 <id=644><spl=War Magic Ineptitude Self IV>
 <id=645><spl=War Magic Ineptitude Self V>
 <id=646><spl=War Magic Ineptitude Self VI>
 <id=647><spl=War Magic Ineptitude Other I>
 <id=648><spl=War Magic Ineptitude Other II>
 <id=649><spl=War Magic Ineptitude Other III>
 <id=650><spl=War Magic Ineptitude Other IV>
 <id=651><spl=War Magic Ineptitude Other V>
 <id=652><spl=War Magic Ineptitude Other VI>
 <id=653><spl=Mana Conversion Mastery Self I>
 <id=654><spl=Mana Conversion Mastery Self II>
 <id=655><spl=Mana Conversion Mastery Self III>
 <id=656><spl=Mana Conversion Mastery Self IV>
 <id=657><spl=Mana Conversion Mastery Self V>
 <id=658><spl=Mana Conversion Mastery Self VI>
 <id=659><spl=Mana Conversion Mastery Other I>
