<spl=Lightning Vulnerability Other I><type=8><family=Lightning Vulnerability Other><sch=0><lvl=1><elemt=6><id=1084><icon=100668346><desc=Increases damage the target takes from Lightning by 10%.>
<spl=Lightning Vulnerability Other II><type=8><family=Lightning Vulnerability Other><sch=0><lvl=2><elemt=6><id=1085><icon=100668346><desc=Increases damage the target takes from Lightning by 25%.>
<spl=Lightning Vulnerability Other III><type=8><family=Lightning Vulnerability Other><sch=0><lvl=3><elemt=6><id=1086><icon=100668346><desc=Increases damage the target takes from Lightning by 50%.>
<spl=Lightning Vulnerability Other IV><type=8><family=Lightning Vulnerability Other><sch=0><lvl=4><elemt=6><id=1087><icon=100668346><desc=Increases damage the target takes from Lightning by 75%.>
<spl=Lightning Vulnerability Other V><type=8><family=Lightning Vulnerability Other><sch=0><lvl=5><elemt=6><id=1088><icon=100668346><desc=Increases damage the target takes from Lightning by 100%.>
<spl=Lightning Vulnerability Other VI><type=8><family=Lightning Vulnerability Other><sch=0><lvl=6><elemt=6><id=1089><icon=100668346><desc=Increases damage the target takes from Lightning by 150%.>
<spl=Astyrrian's Gift><type=8><family=Lightning Vulnerability Other><sch=0><lvl=7><elemt=6><id=2172><icon=100668346><desc=Increases damage the target takes from Lightning by 185%.>
<spl=Blade Vulnerability Other I><type=8><family=Blade Vulnerability Other><sch=0><lvl=1><elemt=0><id=1127><icon=100668348><desc=Increases damage the target takes from Slashing by 10%.>
<spl=Blade Vulnerability Other II><type=8><family=Blade Vulnerability Other><sch=0><lvl=2><elemt=0><id=1128><icon=100668348><desc=Increases damage the target takes from Slashing by 25%.>
<spl=Blade Vulnerability Other III><type=8><family=Blade Vulnerability Other><sch=0><lvl=3><elemt=0><id=1129><icon=100668348><desc=Increases damage the target takes from Slashing by 50%.>
<spl=Blade Vulnerability Other IV><type=8><family=Blade Vulnerability Other><sch=0><lvl=4><elemt=0><id=1130><icon=100668348><desc=Increases damage the target takes from Slashing by 75%.>
<spl=Blade Vulnerability Other V><type=8><family=Blade Vulnerability Other><sch=0><lvl=5><elemt=0><id=1131><icon=100668348><desc=Increases damage the target takes from Slashing by 100%.>
<spl=Blade Vulnerability Other VI><type=8><family=Blade Vulnerability Other><sch=0><lvl=6><elemt=0><id=1132><icon=100668348><desc=Increases damage the target takes from Slashing by 150%.>
<spl=Swordsman's Gift><type=8><family=Blade Vulnerability Other><sch=0><lvl=7><elemt=0><id=2164><icon=100668348><desc=Increases damage the target takes from Slashing by 185%.>
<spl=Piercing Vulnerability Other I><type=8><family=Piercing Vulnerability Other><sch=0><lvl=1><elemt=2><id=1151><icon=100668347><desc=Increases damage the target takes from Piercing by 10%.>
<spl=Piercing Vulnerability Other II><type=8><family=Piercing Vulnerability Other><sch=0><lvl=2><elemt=2><id=1152><icon=100668347><desc=Increases damage the target takes from Piercing by 25%.>
<spl=Piercing Vulnerability Other III><type=8><family=Piercing Vulnerability Other><sch=0><lvl=3><elemt=2><id=1153><icon=100668347><desc=Increases damage the target takes from Piercing by 50%.>
<spl=Piercing Vulnerability Other IV><type=8><family=Piercing Vulnerability Other><sch=0><lvl=4><elemt=2><id=1154><icon=100668347><desc=Increases damage the target takes from Piercing by 75%.>
<spl=Piercing Vulnerability Other V><type=8><family=Piercing Vulnerability Other><sch=0><lvl=5><elemt=2><id=1155><icon=100668347><desc=Increases damage the target takes from Piercing by 100%.>
<spl=Piercing Vulnerability Other VI><type=8><family=Piercing Vulnerability Other><sch=0><lvl=6><elemt=2><id=1156><icon=100668347><desc=Increases damage the target takes from Piercing by 150%.>
<spl=Archer's Gift><type=8><family=Piercing Vulnerability Other><sch=0><lvl=7><elemt=2><id=2174><icon=100668347><desc=Increases damage the target takes from Piercing by 185%.>
<spl=Imperil Other I><type=0><family=Imperil Other><sch=0><lvl=1><id=25><icon=100668293><desc=Decreases the target's natural armor by 20 points.>
<spl=Imperil Other II><type=0><family=Imperil Other><sch=0><lvl=2><id=1323><icon=100668293><desc=Decreases the target's natural armor by 50 points.>
<spl=Imperil Other III><type=0><family=Imperil Other><sch=0><lvl=3><id=1324><icon=100668293><desc=Decreases the target's natural armor by 75 points.>
<spl=Imperil Other IV><type=0><family=Imperil Other><sch=0><lvl=4><id=1325><icon=100668293><desc=Decreases the target's natural armor by 100 points.>
<spl=Imperil Other V><type=0><family=Imperil Other><sch=0><lvl=5><id=1326><icon=100668293><desc=Decreases the target's natural armor by 150 points.>
<spl=Imperil Other VI><type=0><family=Imperil Other><sch=0><lvl=6><id=1327><icon=100668293><desc=Decreases the target's natural armor by 200 points.>
<spl=Gossamer Flesh><type=0><family=Imperil Other><sch=0><lvl=7><id=2074><icon=100668293><desc=Decreases the target's natural armor by 225 points.>
<spl=Magic Yield Other I><type=0><family=Magic Yield Other><sch=2><lvl=1><id=280><icon=100668330><desc=Decreases the target's Magic Defense skill by 10 points.>
<spl=Magic Yield Other II><type=0><family=Magic Yield Other><sch=2><lvl=2><id=281><icon=100668330><desc=Decreases the target's Magic Defense skill by 15 points.>
<spl=Magic Yield Other III><type=0><family=Magic Yield Other><sch=2><lvl=3><id=282><icon=100668330><desc=Decreases the target's Magic Defense skill by 20 points.>
<spl=Magic Yield Other IV><type=0><family=Magic Yield Other><sch=2><lvl=4><id=283><icon=100668330><desc=Decreases the target's Magic Defense skill by 25 points.>
<spl=Magic Yield Other V><type=0><family=Magic Yield Other><sch=2><lvl=5><id=284><icon=100668330><desc=Decreases the target's Magic Defense skill by 30 points.>
<spl=Magic Yield Other VI><type=0><family=Magic Yield Other><sch=2><lvl=6><id=285><icon=100668330><desc=Decreases the target's Magic Defense skill by 35 points.>
<spl=Futility><type=0><family=Magic Yield Other><sch=2><lvl=7><id=2282><icon=100668330><desc=Decreases the target's Magic Defense skill by 40 points.>
